sipraja membantu	User Experince
Menunya semakin komplit	User Experince
loading tidak berkesudahan	Functionality and Perfomance
APLIKASINYA GADA GUNA	User Experince
aplikasi sampah	Out of Aspect
email tidak valid	Functionality and Perfomance
pendaftaran rumit	User Experince
Verikasi lambat	Functionality and Perfomance
cek PKB tidak bisa	Functionality and Perfomance
applikasi mantap	General Aspect
cek status vaksin ga bisa kebuka	Functionality and Perfomance
App muter	Functionality and Perfomance
aplikasi Sangat bagus	General Aspect
admin menjelaskan dengan detail	Out of Aspect
cek pajak g bisa	Functionality and Perfomance
aplikasinya susah di buka	User Experince
option utk membuat akun tidak tersedia	User Experince
plat merah ga ada benernya	Out of Aspect
Login gak bisa	Functionality and Perfomance
WiFi tidak bisa di pakai	Out of Aspect
respon sangat cepat sekali	Out of Aspect
aplikasi GK pernah ada yg memuaskan	General Aspect
aplikasi gk guna	User Experince
kode otp busuk	Functionality and Perfomance
app praktis dan mudah	User Experince
Ngurus ktp lama prosesnya	User Experince
login lama	Functionality and Perfomance
donlot tidak bisa	Functionality and Perfomance
Aplikasi tolol	General Aspect
update nggak fungsi	Support and Updates
Sambara makin buruk	General Aspect
sistem terjadi kesalahan	Functionality and Perfomance
trouble Sering	Functionality and Perfomance
application error	Functionality and Perfomance
pelayanan memuaskan	Out of Aspect
aplikasi gak berfungsi	Functionality and Perfomance
aplikasi tidak berguna	General Aspect
Pelayanan sangat baik	User Experince
cctv gabisa diakses	Functionality and Perfomance
apk GK guna	User Experince
aplikasi gak jelas	General Aspect
mendownload sertifikat vaksin Tidak bisa	Functionality and Perfomance
masukin kode susah banget	Functionality and Perfomance
login Susah	User Experince
identitas pelapor dibocorkan	Security
scan barcode gada apa2	Functionality and Perfomance
Aplikasi gk jelas	General Aspect
verifikasi ga bisa	Functionality and Perfomance
aplikasi gak guna	General Aspect
apk buang buang kuota aja	Functionality and Perfomance
instalnya enggak bisa buka	Functionality and Perfomance
aplikasi buruk	General Aspect
Login gabisa	Functionality and Perfomance
Aplikasi makin aneh	General Aspect
aplikasinya problem	Functionality and Perfomance
aplikasi tidak bisa dibuka	Functionality and Perfomance
log in Tidak bisa akses	Functionality and Perfomance
pengurusan skck Fast respon	User Experince
Loading gak kebuka	Functionality and Perfomance
Pelayanannya ramah sekali	Out of Aspect
login Susah	User Experince
download nggak bisa dibuka	Functionality and Perfomance
Aplikasi paling ribet	User Experince
aplikasi jelek bangt	General Aspect
buat akun Tidak bisa	Functionality and Perfomance
aplikasinya loadingnya lama	Functionality and Perfomance
Aplikasi tahap uji coba	General Aspect
loding Sulit	Functionality and Perfomance
aplikasi tdk bisa dibuka	Functionality and Perfomance
boking susah	User Experince
SCANE BARCODE LOADING TERUS	Functionality and Perfomance
petugasnya ramah-ramah	Out of Aspect
apl dipersulit	User Experince
loading Muter-muter	Functionality and Perfomance
aplikasi lemott	Functionality and Perfomance
error terus	Functionality and Perfomance
proses kode bayar tidak bisa	Functionality and Perfomance
aplikasi gk bs d gunakan	Functionality and Perfomance
koneksi interner tidak ada	Functionality and Perfomance
apk Tolong diperbaiki	General Aspect
Aplikasi lemot sekali	Functionality and Perfomance
aplikasi tidak berfungsi	Functionality and Perfomance
perbarui gak bisa di buka	Support and Updates
instalnya enggak bisa buka	Functionality and Perfomance
fitur bermanfaat	User Experince
login susah banget	Functionality and Perfomance
sipraja memudahkan	User Experince
apk tidal bisa di gunaan	Functionality and Perfomance
data kurang akurat	Functionality and Perfomance
Fitur lebih berkembang dari aplikasi sebelumnya	Functionality and Perfomance
masuk nunggu lama	Functionality and Perfomance
aplikasi Kurang berguna	General Aspect
verifikasi 3 kali gagal	Functionality and Perfomance
aplikasi tidak bisa di akses	Functionality and Perfomance
pinjam bukunya tidak bisa	Functionality and Perfomance
aplikasi lemot bianget	Functionality and Perfomance
aplikasi gak berguna	General Aspect
Alat scan tidak berfungsi	Functionality and Perfomance
aplikasi susah untuk digunakan	User Experince
proses lama	Out of Aspect
Apps bagus	General Aspect
penanganan Cepat	Out of Aspect
daftar gabisa submit	Functionality and Perfomance
aplikasinya Lelet	Functionality and Perfomance
Aplikasi tdk bisa digunakan	Functionality and Perfomance
Loading trus	Functionality and Perfomance
email tidak ada balasan	Functionality and Perfomance
layanan WA tdk ada respon	Support and Updates
bug minim	Functionality and Perfomance
Aplikasi banyak bug	Functionality and Perfomance
daftar susah bgt	User Experince
ngecek sertifikat vaksin tidak bisa	Functionality and Perfomance
aplikasi mohon di koreksi lagi	General Aspect
apk jaki bermanfaat	User Experince
apk Gk bisa dibuka	Functionality and Perfomance
ngurus surat seribet ini	User Experince
ganguan banyak	Functionality and Perfomance
aplikasi asu	General Aspect
pencarian masih ada kendala tampilan	Functionality and Perfomance
aplikasi muter teroooos	Functionality and Perfomance
daftar ga bisa	Functionality and Perfomance
aplikasi kagak ada yg becus	General Aspect
download tidak konek	Functionality and Perfomance
masuk Gak pernah bisa	Functionality and Perfomance
aplikasi Kacau	General Aspect
pembayaran gg bisa	Functionality and Perfomance
bikin app gak bener	Support and Updates
scan tidak bisa mendeteksi produk	Functionality and Perfomance
cek pajak kendaraan susah	User Experince
application Good enough	General Aspect
Aplikasi rusak	Functionality and Perfomance
sinyal selalu gagal tersambung	Functionality and Perfomance
servernya lemot	Functionality and Perfomance
Apl Sgt brmanfaat	User Experince
nyari buku Susah	User Experince
aplikasi tolong perbaiki	Functionality and Perfomance
daftar kagak bisa	Functionality and Perfomance
instal ga bisa	Functionality and Perfomance
membuat akun mudah	User Experince
login email tidak ditemukan	Functionality and Perfomance
Aplikasi diperbaiki lagi	Functionality and Perfomance
server Tidak bisa konek	Functionality and Perfomance
Apl mberilan Informasi yg Bagus	User Experince
apk di permudah	User Experince
ngecak plt no ga muncul2	Functionality and Perfomance
hasil barcode GK muncul	Functionality and Perfomance
sertifikat vaksinnya gagal terus buat didownload	Functionality and Perfomance
server Busuk	Functionality and Perfomance
sertifikat Vaksin kaga muncul	Functionality and Perfomance
Aplikasi tolong diperbaiki	Functionality and Perfomance
Aplikasinya tidak bisa di buka	Functionality and Perfomance
aplikasi sampah	General Aspect
Aplikasi error	Functionality and Perfomance
donlot tidak bisa	Functionality and Perfomance
aplikasi bagus banget	General Aspect
scan barcode muter2 doang	Functionality and Perfomance
presensi online tidak bisa	Functionality and Perfomance
instal ga bisa	Functionality and Perfomance
update gak bsa	Support and Updates
aplikasi gak bisa dibuka	User Experince
tindak lanjutnya sangat2 lambat	Out of Aspect
Aplikasinya aneh	General Aspect
aplikasinya nyusahin	General Aspect
aplikasi gak bs di pakai apa2	Functionality and Perfomance
info PKB di hilankan	Functionality and Perfomance
kodenya gk dikirim	Functionality and Perfomance
Mengurus kepindahan KTP dipersulit	User Experince
server Ga bisa terkoneksi	Functionality and Perfomance
jaringannya belum diperbaiki	Functionality and Perfomance
aplikasi gabisa dipake sistemnya	Functionality and Perfomance
cara menggunakannya Bingung	User Experince
scan code tidak ditemukan	Functionality and Perfomance
apk Mohon di perbaiki	Functionality and Perfomance
Layanan cepat	Out of Aspect
Aplikasi sangat membantu	User Experince
cek pajak kendaraan eror	Functionality and Perfomance
Apk unsucselful	Functionality and Perfomance
cek gabisa	Functionality and Perfomance
APLIKASI JELEK	Functionality and Perfomance
daftar susah bgt	User Experince
Layanan sangat memuaskan	Out of Aspect
developer jelek	Support and Updates
aplikasi bahan olok2	General Aspect
pilihan gabisa di pencet	Functionality and Perfomance
Aplikasi lengkap	User Experince
aplikasi amat sangat lemot	Functionality and Perfomance
aplikasi gk bisa buat bayar pajak	Functionality and Perfomance
aplikasi belum di update	Support and Updates
Foto profil eror	Functionality and Perfomance
update tidak bisa dibuka	Support and Updates
membaca barcode Yidak bisa	Functionality and Perfomance
respon sangat cepat sekali	Out of Aspect
App gak bisa di pake	Functionality and Perfomance
"login tdk bisa"""	Functionality and Perfomance
login bug	Functionality and Perfomance
respon tidak ada	Out of Aspect
cek TNBK tidak bisa	Functionality and Perfomance
Kerahasiaannya terlindungi	Security
bukanya Lemot	Functionality and Perfomance
App informative	User Experince
App gak bisa di buka	Functionality and Perfomance
Aplikasinya jlk	General Aspect
ngecek Ga bisa	Functionality and Perfomance
POLRI TOP	Out of Aspect
aplikasi masalahnya apaan?	General Aspect
aplikasi Jelek banget	General Aspect
Masukin email g bisa	Functionality and Perfomance
Load lama	Functionality and Perfomance
aplikasi tidak membatu	General Aspect
versi terbaru tidak berfungsi sama sekali	Functionality and Perfomance
update Ga ada	Support and Updates
plat motornya gak terdeteksi	Functionality and Perfomance
buka g bisa	Functionality and Perfomance
absen harus updet terus	Functionality and Perfomance
datanya hilang	Functionality and Perfomance
aktivasinya gk di kirim2	Functionality and Perfomance
aplikasi di-takedown	General Aspect
Aplikasi smart	General Aspect
masuk susah	Functionality and Perfomance
Tampilan bagus	User Interface
Klik dokumen mau foto ktp gak bisa	Functionality and Perfomance
Apl Sgt brmanfaat	User Experince
Kartu vaksin tidak bisa keluar/download	Functionality and Perfomance
reset password fast respon	Functionality and Perfomance
laporan cepat di tanggapi	Out of Aspect
Apk hapus saja	General Aspect
Aplikasi bagus	General Aspect
aplikasi hilang data	Security
penggunaannya Susah	User Experince
Aplikasi GK jelas bngttt	General Aspect
pelayanan tepat	Out of Aspect
urusan administrasi simple	User Experince
Apk buffering trs	Functionality and Perfomance
eror sering	Functionality and Perfomance
Email gak masuk	Functionality and Perfomance
chek pembayaran bpkb tidak bisa	Functionality and Perfomance
menyimpan data gagal simpan	Functionality and Perfomance
Aplikasi bikin susah	User Experince
pelayanan baik	Out of Aspect
pengupload an berkas sangat cepat	Functionality and Perfomance
pelayanan parah sekali	Out of Aspect
layanan pengaduan perlu diperbaiki	Out of Aspect
aplikasinya Kurang efisien	User Experince
Aplikasi mempermudah	User Experince
developer gud	Support and Updates
Scanning muter2 terus	Functionality and Perfomance
daftar error	Functionality and Perfomance
log in susah	Functionality and Perfomance
apk ga jelas	General Aspect
server Gangguan	Functionality and Perfomance
laporan cepat di tanggapi	Out of Aspect
tampilan putih semua	User Interface
aplikasi simpel	User Experince
aplikasi gk bisa membantu	General Aspect
app mudah digunakan	User Experince
lapor gagal	Functionality and Perfomance
pelayanan Sangat cepat	Out of Aspect
Fitur sesi tidak ada	Functionality and Perfomance
aplikaainya membantu mempercepat informasi	General Aspect
developernya ngapain dahh	Support and Updates
Aplikasi lengkap	General Aspect
lapor video susah	User Experince
server gak mau masuk	Functionality and Perfomance
akses Tidak bisa	Functionality and Perfomance
Aplikasi serba bisa	General Aspect
aplkasi tmbh nyusahin	General Aspect
Tanggapan cepat	Out of Aspect
Aplikasi Keren	General Aspect
RESPON LEMOT	Support and Updates
aplikasinya gk guna	General Aspect
Aplikasi segera di perbaiki	Functionality and Perfomance
laporan warga jangan ulang lagi dari atas	User Experince
Admin fast respon	Out of Aspect
aplikasi jelek	General Aspect
Kinerja sangat responsif	Functionality and Perfomance
aplikasinya ga guna	Functionality and Perfomance
Pencariannya lama banget	Functionality and Perfomance
jaringan eror tidak ada	Functionality and Perfomance
Login dipersusah	Functionality and Perfomance
aplikasi bagus	General Aspect
Aplikasi oke	General Aspect
update tidak bisa di pakai	Support and Updates
aplikasi gk guna	General Aspect
apk error	Functionality and Perfomance
scan barcode tidak terdaftar	Functionality and Perfomance
Aplikasinya sangat membantu	General Aspect
diupgrade tidak bisa dibuka	Support and Updates
Internet Tidak ada Koneksi	Functionality and Perfomance
app ga niat bikin	General Aspect
Pelayanan semakin di ringkatkan	Out of Aspect
dibukanya tidak ada kendala sama sekali	Functionality and Perfomance
Aplikasi g bisa di buka	Functionality and Perfomance
cek TNKB Gabisa	Functionality and Perfomance
PIN Nyangkut	Functionality and Perfomance
Aplikasinya sangat membant	User Experince
Aplikasi makin jelek	General Aspect
Pelayanan tingkatkan terus	Out of Aspect
masukk GK bisa	Functionality and Perfomance
server buruk	Functionality and Perfomance
proses membuat surat pindah KK agak lama	User Experince
update gabisa dibuka	Support and Updates
cek PKB GK bisa	Functionality and Perfomance
APLIKASI RUSAK	General Aspect
Aplikasi tidak bisa dibuka	Functionality and Perfomance
dipakai Tidak bisa	Functionality and Perfomance
apk anehhh	General Aspect
login gk bisa	Functionality and Perfomance
notif Ga bisa di akses	Functionality and Perfomance
aplikasi kocak	General Aspect
aplikasi jelek banget	General Aspect
daftar akun Gak bisa	Functionality and Perfomance
aplikasi GAJELAS	General Aspect
apk Tdk bisa digunakan	Functionality and Perfomance
Pelayanane ramah	Out of Aspect
aplikasi di upgrade	Functionality and Perfomance
loading nunggu berapa lama	Functionality and Perfomance
gunakan Ngak bisa	Functionality and Perfomance
upgrade malah jadi pada hilang	Support and Updates
aplikasinya tidak lancar	General Aspect
aplikasinya error	Functionality and Perfomance
aplikasinya Lebih mudah	User Experince
jaringan bermasalah	Functionality and Perfomance
Pelayanan lama	Out of Aspect
aplikasi gak bisa d buka	Functionality and Perfomance
UI perlu dirombak	User Interface
Lodinganya lama banget	Functionality and Perfomance
Aplikasi bab1	General Aspect
lihat pajek bangunan gak bisa	Functionality and Perfomance
isi kode gagal	Functionality and Perfomance
masuk Ga bisa	Functionality and Perfomance
ngebuka lama bgt	Functionality and Perfomance
fitur Sangat aneh	Functionality and Perfomance
Aplikasi mudah digunakan	User Experince
sever ga bisa terkoneksi	Functionality and Perfomance
unduh sertifikat vaksin di persulit	Functionality and Perfomance
OTP selalu gagal tidak bisa menerima	Functionality and Perfomance
Aplikasi Abal Abal	General Aspect
tombol periksa ga respon	Functionality and Perfomance
Pelayan Sangat Ramah	Out of Aspect
Pelayanan cepat	Out of Aspect
scand susah	User Experince
aplikasi tolong diperbaiki	Functionality and Perfomance
aplikasi Bagus banget	General Aspect
aplikasi Sangat mengecewakan	General Aspect
scan Tidak muncul tanggal kadaluarsa	Functionality and Perfomance
Aplikasi kurang protektif	Security
bikin laporan susah sekali	User Experince
Aplikasi Lemot abal abal	Functionality and Perfomance
apk sangat membantu	General Aspect
dibuka muter doang	Functionality and Perfomance
fiturnya gjls	Functionality and Perfomance
update perlu pengembangan kemudahan	Support and Updates
Aplikasi belum siap	General Aspect
bookmark tidak bisa	Functionality and Perfomance
Aplikasi memuaskan	User Experince
aplikasi g guna	General Aspect
aplikasi simpel	User Experince
chat CS ga bisa	Functionality and Perfomance
Aplikasinya sulit	User Experince
gunakan Ngak bisa	Functionality and Perfomance
pinjam buku belum pernah bisa	Functionality and Perfomance
layar tidak tampil apa2	Functionality and Perfomance
Apk gila	General Aspect
Aplikasi ngk bisa di scan	Functionality and Perfomance
aplikasi sangat terbantu	User Experince
sken ga bisa	Functionality and Perfomance
riset password GK ada bisa	Functionality and Perfomance
pilih tema kagak bisa	Functionality and Perfomance
perbarui akun saya hilang	Support and Updates
dpake gk bisa	Functionality and Perfomance
aplikasi bikinan anak SMA	General Aspect
Aplikasinya sangat membantu masyarakat	User Experince
aplikasi masih prematur	General Aspect
cek kendaran ga bisa muncul	Functionality and Perfomance
unduh ngga bisa	Functionality and Perfomance
Aplikasi ga di urus	Support and Updates
pinjam bukunya Mudah bgt	User Experince
dibuka susah	User Experince
user friendly ga	User Experince
daftar Masih ragu	Security
apknya dibuka lama sekali	General Aspect
lapor jaki cepet respon	Functionality and Perfomance
Aplikasi gak berguna	General Aspect
melapor mudah	Support and Updates
cek macet	Functionality and Perfomance
adminnya ramah	Out of Aspect
loading trs	Functionality and Perfomance
aplikasin blm beres	Functionality and Perfomance
Fitur ganti nomor HP tidak ada	Functionality and Perfomance
cek mutar2	Functionality and Perfomance
daftar Gk bisa	Functionality and Perfomance
upload berhasil	Functionality and Perfomance
kode otp ga dikirim	Functionality and Perfomance
Fitur highlight-nya membantu	Functionality and Perfomance
prosesnya cepet	Out of Aspect
aplikasi cek ga bisa	Functionality and Perfomance
apk ga niat bikin	General Aspect
pengurusan Memudahkan	User Experince
aplikasi gak bisa login	Functionality and Perfomance
download Susah	Functionality and Perfomance
lapor gagal terus pas mau dikirim	Functionality and Perfomance
registrasinya lama bnget	Functionality and Perfomance
login Sulitnya	User Experince
verifikasi email gada kode sama sekali	Functionality and Perfomance
bikin pelaporan rejected	User Experince
petugasnya komunikatif	Out of Aspect
Aplikasinya bermanfaat	User Experince
pelayanan efisien	User Experince
Pelayanan sangat bagus	User Experince
scan barcode gk bisa	Functionality and Perfomance
aplikasinya gk bener	General Aspect
scan barcode loading terus	Functionality and Perfomance
aplikasi belum beres	General Aspect
register lama	Functionality and Perfomance
Pendaftaran sunggu ribet	User Experince
Aplikasi memuaskan	User Experince
aplikasi bayar ga bisa	Functionality and Perfomance
Aplikasi eek	General Aspect
pinjam buku gak bisa	Functionality and Perfomance
aplikasi sangat tidak membantu	General Aspect
memuat tidak dapat	Functionality and Perfomance
aplikasi Loading terussssss	Functionality and Perfomance
mengurus surat2 Lebih mudah	Functionality and Perfomance
Aplikasinya sangat membantu	User Experince
buka aplikasi gak bisa	Functionality and Perfomance
Aplikasi SAMPAH	General Aspect
upgrade bermasalah	Support and Updates
Respon Cepat	Out of Aspect
daftar vaksinasi gak bisa bisa	Functionality and Perfomance
APLIKASI SAMPAH	General Aspect
aplikasi eror terus	Functionality and Perfomance
scan gk muncul2	Functionality and Perfomance
login eror	Functionality and Perfomance
aplikasi kurang penting	User Experince
buka aplikasinya lancar tanpa kendala	Functionality and Perfomance
bug perbaiki	Support and Updates
dipake ga bisa	Functionality and Perfomance
Scan barcode gak bisa	Functionality and Perfomance
aplikasi ga ada yg betul	General Aspect
loadingnya lama banget	Functionality and Perfomance
daftar Susah	User Experince
Admin fast respon	Support and Updates
servernya error melulu	Functionality and Perfomance
lihat sertifikat vaksin di persulit	User Experince
instal tidak bisa	Functionality and Perfomance
scan Gbs	Functionality and Perfomance
Tanggapan cepat	Out of Aspect
bukaa gak bisa	Functionality and Perfomance
versi baru tidak bisa di gunakan	Support and Updates
scand tidk d ketahui	Functionality and Perfomance
antri faskes gbs dipake	Functionality and Perfomance
hasil Selalu memuaskan	General Aspect
loginya Susah	User Experince
aplikasi tdk dikelola dg baik	General Aspect
aplikasinya tidak dapat terkoneksi	Functionality and Perfomance
Aplikasi tidak dapat terkoneksi ke internet	Functionality and Perfomance
scan barcode muter	Functionality and Perfomance
aplikasinya muter2 terus	Functionality and Perfomance
loadingnya Lama	Functionality and Perfomance
App membagongkan	Functionality and Perfomance
apk gk jls gini	General Aspect
Loading terlalu lama	Functionality and Perfomance
pinjam buku tidak bisa	Functionality and Perfomance
di buka Susah	Functionality and Perfomance
pelayanan mudah	Out of Aspect
Mengidentifikasi lama bgttttttt	Functionality and Perfomance
login GK bsa	Functionality and Perfomance
Aplikasi tidak dapat terkoneksi ke server	Functionality and Perfomance
login ngga terdaftar	Functionality and Perfomance
hasil ga nimbul	Functionality and Perfomance
cek muter terus	Functionality and Perfomance
cek kadaluarsa g bisa	Functionality and Perfomance
Apk sangat membantu	User Experince
Aplikasi Monyet	General Aspect
loginnya ribet banget	Functionality and Perfomance
aplikasi ga bisa	Functionality and Perfomance
PENGERJA AN NYA CEPAT SEKALI	User Experince
daftar ga bisa2	Functionality and Perfomance
Aplikasi gangguan terus	Functionality and Perfomance
aplikasinya Tolong di perbaiki	General Aspect
login gakbisa	Functionality and Perfomance
aplikasi terus dikembangkan lagi	Support and Updates
Sistem Pelayanan Praktis	Functionality and Perfomance
scan barcode ga bisa	Functionality and Perfomance
aplikasi Gak jelas	General Aspect
server tidak bisa	Functionality and Perfomance
aplikasi eror	Functionality and Perfomance
pelatanannya sangat memuaskan	Out of Aspect
Layanan sangat memuaskan	Out of Aspect
aplikasi kocak	General Aspect
Aplikasi butut	Functionality and Perfomance
scan tidak diketahui barangnya	Functionality and Perfomance
aplikasi nggak guna	General Aspect
aplikasi stuck	Functionality and Perfomance
aplikasinya tidak bisa d gunakan	Functionality and Perfomance
Aplikasinya top bgt	General Aspect
aplikasi tidak jelas	General Aspect
PELAYANAN CEPAT KILAT	Out of Aspect
diupgrade nggak ada isinya	Support and Updates
AKUN DI BOBOL	Security
tanggapan sangat cepat	Support and Updates
Pelayananya cepat	Out of Aspect
aplikasi ga niat bikin	Support and Updates
aplikasi ga jelas	General Aspect
laporan ditindaklanjuti	Support and Updates
Aplikasi mantap	General Aspect
Aplikasi muter-muter terus	Functionality and Perfomance
Log in g bisa	Functionality and Perfomance
email tidak ditemukan	Functionality and Perfomance
Apps bagus	General Aspect
cek gabisa di buka	Functionality and Perfomance
app gak makin mempermudah	User Experince
keamanan gimana sih	Security
buka susah	User Experince
respon cepat	User Experince
lihat kode produk tidak bisa	Functionality and Perfomance
apkikasi bnyak masalah	Functionality and Perfomance
aplikasi sangat membantu	General Aspect
donlot Ga bisa	Functionality and Perfomance
Aplikasi tdk terlalu sering digunakan	General Aspect
apk tidak bisa digunakan	General Aspect
aplikasi g guna	General Aspect
aplikasi gk bener	General Aspect
Laporan langsung ditanggapi	Support and Updates
aplikasi ga guna	General Aspect
apk gk jls gini	General Aspect
ngajuin perubahan email lama bgt	Support and Updates
pake Ga bisa	Functionality and Perfomance
aplikasi diperbaharui gak bisa buat cek no plat kendaraan	Support and Updates
data tidak masuk	Functionality and Perfomance
tampilan oke	User Interface
Upload data nunggu berjam jam	Functionality and Perfomance
upgrade tambah jelek	Support and Updates
buka gak bisa	Functionality and Perfomance
Aplikasi sudah bagus	General Aspect
Aplikasi tidak bisa di gunakan	Functionality and Perfomance
apk lucu	General Aspect
log in keseringan gagal	Functionality and Perfomance
pindah KK susahnya minta ampun	User Experince
scan qr Tidak bisa	Functionality and Perfomance
Aplikasi Tidak Berfungsi	Functionality and Perfomance
aplikasi gak bisa kebuka	Functionality and Perfomance
aplikasi tidak bisa membuka	Functionality and Perfomance
laporan bug	Functionality and Perfomance
diperbaharui ga bisa digunakan	Support and Updates
Update gak bisa digunakan	Support and Updates
Pelayanan sangat baik	Out of Aspect
helpdesk gk ada gunanya	Out of Aspect
update Ga ada	Support and Updates
Aplikasi ga di urus	Support and Updates
buka parah	Functionality and Perfomance
error Sering	Functionality and Perfomance
keterangan produknya Gak bisa juga muncul	Functionality and Perfomance
Aplikasi QR juga lama	Functionality and Perfomance
mencari nama produk/brand tidak bisa	Functionality and Perfomance
Gmail tidak terdaftar	Functionality and Perfomance
Pelayanan efektif	Out of Aspect
verifikasi NIK susahnya	User Experince
login ndak bisa2,,	Functionality and Perfomance
pelayanan Sangat memudahkan	Out of Aspect
pilihan lupa pin ga ad	User Experince
server ga terkoneksi	Functionality and Perfomance
update nggak bisa di buka samsek	Support and Updates
pengarahan sangat memuaskan	User Experince
aplikasi BUSUK	General Aspect
emailnya lambat masuk	Functionality and Perfomance
aplikasi menyusahkan	User Experince
apl payah	General Aspect
WiFinya susah di akses	Out of Aspect
Ini kecil	User Interface
respon tdk ada	Support and Updates
pemeliharaan Lama sekali	Support and Updates
fitur gak ada	Functionality and Perfomance
cek gak bisa	Functionality and Perfomance
penjamin amannya tdk ada	Security
Aplikasi responnya cepat	User Experince
Aplikasi rusak	Functionality and Perfomance
Aplikasi gak bisa digunain	Functionality and Perfomance
pelatanannya sangat memuaskan	Out of Aspect
helpdesk nggak pernah respon	Out of Aspect
tombol bookmarknya tidak bekerja	Functionality and Perfomance
aplikasi tidak bisa login	Functionality and Perfomance
Apknya ga bagus	General Aspect
dbuka g bisa	Functionality and Perfomance
scan loading lamaaaaa	Functionality and Perfomance
respon fast	Support and Updates
apk jaki Sangat bagus sekali	General Aspect
discan tidak dikenali	Functionality and Perfomance
apl ga berfungsi	Functionality and Perfomance
APLIKASI TIDAK JELAS	General Aspect
Aplikasi payah	General Aspect
Aplikasi QR juga lama	Functionality and Perfomance
datanya hilang	Security
apk gak bisa apa apa	Functionality and Perfomance
Aplikasi GK jelas	General Aspect
Aplikasinya taii	General Aspect
Aplikasi sangat mbantu	User Experince
Aplikasi ga bisa digunakan	Functionality and Perfomance
Aplikasi selalu apdate terus	Support and Updates
aplikasi tidak bisa pakai wifi	Functionality and Perfomance
liat kartu vaksin ribet banget	User Experince
apk fast respon	General Aspect
akses Belum bisa	Functionality and Perfomance
Pelayanan sangat bagus	User Experince
respon cepat	Out of Aspect
update gak bisa	Support and Updates
Loading ga jelas	Functionality and Perfomance
up det gak bisa sama sekali	Functionality and Perfomance
ngecek Ngga bisa	Functionality and Perfomance
cek produk tidak dikenalii	Functionality and Perfomance
apk Menuhin memory hp	Functionality and Perfomance
apk Gak jelas	General Aspect
sistem semakin buruk	Functionality and Perfomance
lihat sertifikat vaksin GABISA	Functionality and Perfomance
Scan qr code lama	Functionality and Perfomance
aplikasi Error	Functionality and Perfomance
Unduh surat kematian lodingnya gak henti henti	Functionality and Perfomance
ngecek Ngga bisa	Functionality and Perfomance
Scan barcode gak berfungsi	Functionality and Perfomance
akun muter semua	Functionality and Perfomance
aplikasi makin ribet	User Experince
masuk gak bisa?	Functionality and Perfomance
Aplikasi ga guna	User Experince
app kacau	Functionality and Perfomance
update gk bisa di gunakan	Support and Updates
laporan tidak pernah diatasi	Support and Updates
Aplikasi tidak bisa d pakaii	Functionality and Perfomance
aplikasi gk jelasssss	General Aspect
aplikasi praktis	User Experince
aplikasinya Ga jelas	General Aspect
cek produk Lama banget	Functionality and Perfomance
diinstal Nggak bisa	Functionality and Perfomance
penggantian email Susah	User Experince
Aplikasi loading Mulu	Functionality and Perfomance
Apkilasi taik	General Aspect
server aneh	Functionality and Perfomance
apk problem	Functionality and Perfomance
app memudahkan	User Experince
Updatenya gak berguna	Support and Updates
masuk GK bisa	Functionality and Perfomance
dibukanya cepat sekali	Functionality and Perfomance
pusat bantuan sangant rumit	Out of Aspect
masuk tifak bisa	Functionality and Perfomance
registrasi di permudah dong	User Experince
aplikasi Lodinggg truss	Functionality and Perfomance
scenc Tidk bisa	Functionality and Perfomance
masuknya gk bsa	Functionality and Perfomance
menu diperhatikan lagi	User Experince
server mati	Functionality and Perfomance
aplikasi jelek bangeeeeet	General Aspect
login susahhh sekali	Functionality and Perfomance
Masuk susah	User Experince
loding keterlauan	Functionality and Perfomance
log in Ga bisa	Functionality and Perfomance
scand Barcode lama bgt	Functionality and Perfomance
unduh sertifikat tidak ada	Functionality and Perfomance
aplikasi belum beres	General Aspect
download nggak bisa dibuka	Functionality and Perfomance
apk gak sehat	General Aspect
apl taik	General Aspect
Daftar gagal	Functionality and Perfomance
Aplikasi Terjelek	General Aspect
SMART service menyusahkan	User Experince
aplikasi ampas	General Aspect
aplikasinya bagus banget	General Aspect
admin gercep banget	Support and Updates
aplikasi gak bisa d buka	Functionality and Perfomance
edit akun profil blm bisa	Functionality and Perfomance
Pelayanan ribet	Out of Aspect
Pelayanan sangat baik	Out of Aspect
hasil pencariannya nggak kluar	Functionality and Perfomance
Inovasi membantu	Out of Aspect
ganti sandi unable to sent	Functionality and Perfomance
aplikasi selalu kacau	General Aspect
cek Gak bisa	Functionality and Perfomance
respon tidak ada tidak lanjut	Out of Aspect
verivikasi gada	Functionality and Perfomance
User interface friendly user	User Interface
aplikasi belum ada kendala	General Aspect
server tidak tersambung	Functionality and Perfomance
aplikasi Sangat memalukan	General Aspect
aplikasi lemot amat	Functionality and Perfomance
aplikasi belum siap online	General Aspect
Verifikasinya gagal terus	Functionality and Perfomance
aplikasi nunggunya agak lama	Functionality and Perfomance
apk gajels	General Aspect
Apli kasi gaguna	User Experince
OTP eror	Functionality and Perfomance
Apl gak guna	User Experince
download sertif gak bisa	Functionality and Perfomance
masuk Susah	User Experince
aplikasi sangat lancar	Functionality and Perfomance
app stuck logo	Functionality and Perfomance
cek barcode error	Functionality and Perfomance
APK G JELASSSSS	General Aspect
scan barcode ga keluar2 hasilnya	Functionality and Perfomance
Aplikasi tidak bisa digunakan	Functionality and Perfomance
aplikasinya Susah	User Experince
aplikasinya Baguussss	General Aspect
